"protein","relType","goTerm","goName","namespace","neverAnnotate"
"BSU_40960","involved_in","GO:0007059","chromosome segregation","biological_process","false"
"BSU_21000","located_in","GO:0005886","plasma membrane","cellular_component","false"
"BSU_26260","enables","GO:0016887","ATP hydrolysis activity","molecular_function","false"
"BSU_26260","enables","GO:0005524","ATP binding","molecular_function","false"
"BSU_26260","involved_in","GO:0006260","DNA replication","biological_process","false"
"BSU_00330","involved_in","GO:0006260","DNA replication","biological_process","false"
"BSU_00330","enables","GO:0042802","identical protein binding","molecular_function","false"
"BSU_00330","enables","GO:0005515","protein binding","molecular_function","false"
"BSU_00330","involved_in","GO:0006974","DNA damage response","biological_process","false"
"BSU_00330","involved_in","GO:0030174","regulation of DNA-templated DNA replication initiation","biological_process","false"
"BSU_17900","involved_in","GO:0030435","sporulation resulting in formation of a cellular spore","biological_process","false"
"BSU_17900","involved_in","GO:0008156","negative regulation of DNA replication","biological_process","false"
"BSU_24300","located_in","GO:0005737","cytoplasm","cellular_component","false"
"BSU_24300","part_of","GO:0009318","exodeoxyribonuclease VII complex","cellular_component","false"
"BSU_24300","involved_in","GO:0006308","DNA catabolic process","biological_process","false"
"BSU_24300","enables","GO:0008855","exodeoxyribonuclease VII activity","molecular_function","false"
"BSU_24300","enables","GO:0003676","nucleic acid binding","molecular_function","false"
"BSU_24300","enables","GO:0004527","exonuclease activity","molecular_function","false"
"BSU_22350","involved_in","GO:0006260","DNA replication","biological_process","false"
"BSU_22350","involved_in","GO:0006269","DNA replication, synthesis of primer","biological_process","false"
"BSU_22350","part_of","GO:1990077","primosome complex","cellular_component","false"
"BSU_13060","located_in","GO:0005886","plasma membrane","cellular_component","false"
"BSU_00020","involved_in","GO:0006271","DNA strand elongation involved in DNA replication","biological_process","false"
"BSU_00020","enables","GO:0005515","protein binding","molecular_function","false"
"BSU_00020","enables","GO:0003677","DNA binding","molecular_function","false"
"BSU_00020","involved_in","GO:0071897","DNA biosynthetic process","biological_process","false"
"BSU_00020","involved_in","GO:0006260","DNA replication","biological_process","false"
"BSU_00020","enables","GO:0003887","DNA-directed DNA polymerase activity","molecular_function","false"
"BSU_00020","part_of","GO:0009360","DNA polymerase III complex","cellular_component","false"
"BSU_00020","enables","GO:0008408","3'-5' exonuclease activity","molecular_function","false"
"BSU_00020","located_in","GO:0005737","cytoplasm","cellular_component","false"
"BSU_20340","enables","GO:0003887","DNA-directed DNA polymerase activity","molecular_function","false"
"BSU_20340","enables","GO:0008408","3'-5' exonuclease activity","molecular_function","false"
"BSU_20340","involved_in","GO:0071897","DNA biosynthetic process","biological_process","false"
"BSU_20340","involved_in","GO:0006260","DNA replication","biological_process","false"
"BSU_00310","involved_in","GO:0006261","DNA-templated DNA replication","biological_process","false"
"BSU_00310","involved_in","GO:0071897","DNA biosynthetic process","biological_process","false"
"BSU_00310","enables","GO:0003887","DNA-directed DNA polymerase activity","molecular_function","false"
"BSU_00310","enables","GO:0008408","3'-5' exonuclease activity","molecular_function","false"
"BSU_00310","part_of","GO:0009360","DNA polymerase III complex","cellular_component","false"
"BSU_00310","enables","GO:0003677","DNA binding","molecular_function","false"
"BSU_00310","involved_in","GO:0006260","DNA replication","biological_process","false"
"BSU_16580","enables","GO:0008408","3'-5' exonuclease activity","molecular_function","false"
"BSU_16580","enables","GO:0003887","DNA-directed DNA polymerase activity","molecular_function","false"
"BSU_16580","involved_in","GO:0006261","DNA-templated DNA replication","biological_process","false"
"BSU_16580","involved_in","GO:0046677","response to antibiotic","biological_process","false"
"BSU_16580","involved_in","GO:0071897","DNA biosynthetic process","biological_process","false"
"BSU_16580","involved_in","GO:0006260","DNA replication","biological_process","false"
"BSU_16580","enables","GO:0004527","exonuclease activity","molecular_function","false"
"BSU_16580","enables","GO:0003677","DNA binding","molecular_function","false"
"BSU_16580","located_in","GO:0005737","cytoplasm","cellular_component","false"
"BSU_29230","enables","GO:0003887","DNA-directed DNA polymerase activity","molecular_function","false"
"BSU_29230","involved_in","GO:0071897","DNA biosynthetic process","biological_process","false"
"BSU_29230","located_in","GO:0005737","cytoplasm","cellular_component","false"
"BSU_29230","enables","GO:0003676","nucleic acid binding","molecular_function","false"
"BSU_29230","enables","GO:0008408","3'-5' exonuclease activity","molecular_function","false"
"BSU_29230","involved_in","GO:0006260","DNA replication","biological_process","false"
"BSU_00190","involved_in","GO:0006261","DNA-templated DNA replication","biological_process","false"
"BSU_00190","enables","GO:0003887","DNA-directed DNA polymerase activity","molecular_function","false"
"BSU_00190","enables","GO:0046872","metal ion binding","molecular_function","false"
"BSU_00190","involved_in","GO:0071897","DNA biosynthetic process","biological_process","false"
"BSU_00190","enables","GO:0016887","ATP hydrolysis activity","molecular_function","false"
"BSU_00190","enables","GO:0003677","DNA binding","molecular_function","false"
"BSU_00190","involved_in","GO:0006260","DNA replication","biological_process","false"
"BSU_00190","part_of","GO:0009360","DNA polymerase III complex","cellular_component","false"
"BSU_00190","enables","GO:0005524","ATP binding","molecular_function","false"
"BSU_17050","enables","GO:0016887","ATP hydrolysis activity","molecular_function","false"
"BSU_17050","part_of","GO:0032300","mismatch repair complex","cellular_component","false"
"BSU_17050","involved_in","GO:0006298","mismatch repair","biological_process","false"
"BSU_17050","enables","GO:0030983","mismatched DNA binding","molecular_function","false"
"BSU_17050","enables","GO:0005524","ATP binding","molecular_function","false"
"BSU_17050","involved_in","GO:0006281","DNA repair","biological_process","false"
"BSU_17050","enables","GO:0140664","ATP-dependent DNA damage sensor activity","molecular_function","false"
"BSU_29740","enables","GO:0000976","transcription cis-regulatory region binding","molecular_function","false"
"BSU_29740","enables","GO:0003677","DNA binding","molecular_function","false"
"BSU_29740","part_of","GO:0032993","protein-DNA complex","cellular_component","false"
"BSU_29740","involved_in","GO:0045892","negative regulation of DNA-templated transcription","biological_process","false"
"BSU_29740","involved_in","GO:0045893","positive regulation of DNA-templated transcription","biological_process","false"
"BSU_29740","enables","GO:0001217","DNA-binding transcription repressor activity","molecular_function","false"
"BSU_29740","enables","GO:0001216","DNA-binding transcription activator activity","molecular_function","false"
"BSU_29740","enables","GO:0005515","protein binding","molecular_function","false"
"BSU_29740","enables","GO:0003700","DNA-binding transcription factor activity","molecular_function","false"
"BSU_29740","involved_in","GO:0006355","regulation of DNA-templated transcription","biological_process","false"
"BSU_25560","part_of","GO:0009360","DNA polymerase III complex","cellular_component","false"
"BSU_25560","involved_in","GO:0006261","DNA-templated DNA replication","biological_process","false"
"BSU_25560","involved_in","GO:0006260","DNA replication","biological_process","false"
"BSU_25560","enables","GO:0003887","DNA-directed DNA polymerase activity","molecular_function","false"
"BSU_25560","involved_in","GO:0071897","DNA biosynthetic process","biological_process","false"
"BSU_25560","enables","GO:0003677","DNA binding","molecular_function","false"
"BSU_25210","enables","GO:0003896","DNA primase activity","molecular_function","false"
"BSU_25210","involved_in","GO:0006269","DNA replication, synthesis of primer","biological_process","false"
"BSU_25210","is_active_in","GO:0005737","cytoplasm","cellular_component","false"
"BSU_25210","enables","GO:0016779","nucleotidyltransferase activity","molecular_function","false"
"BSU_25210","enables","GO:0003678","DNA helicase activity","molecular_function","false"
"BSU_25210","part_of","GO:1990077","primosome complex","cellular_component","false"
"BSU_25210","enables","GO:0003677","DNA binding","molecular_function","false"
"BSU_25210","enables","GO:0005524","ATP binding","molecular_function","false"
"BSU_25210","involved_in","GO:0032508","DNA duplex unwinding","biological_process","false"
"BSU_25210","enables","GO:0046872","metal ion binding","molecular_function","false"
"BSU_25210","involved_in","GO:0006260","DNA replication","biological_process","false"
"BSU_25210","part_of","GO:0000428","DNA-directed RNA polymerase complex","cellular_component","false"
"BSU_25210","enables","GO:0008270","zinc ion binding","molecular_function","false"
"BSU_23870","involved_in","GO:0009432","SOS response","biological_process","false"
"BSU_23870","involved_in","GO:0042276","error-prone translesion synthesis","biological_process","false"
"BSU_23870","enables","GO:0003887","DNA-directed DNA polymerase activity","molecular_function","false"
"BSU_23870","enables","GO:0003677","DNA binding","molecular_function","false"
"BSU_23870","enables","GO:0046872","metal ion binding","molecular_function","false"
"BSU_23870","involved_in","GO:0006281","DNA repair","biological_process","false"
"BSU_23870","enables","GO:0000287","magnesium ion binding","molecular_function","false"
"BSU_23870","involved_in","GO:0006261","DNA-templated DNA replication","biological_process","false"
"BSU_23870","enables","GO:0003684","damaged DNA binding","molecular_function","false"
"BSU_23870","located_in","GO:0005737","cytoplasm","cellular_component","false"
"BSU_23870","involved_in","GO:0006260","DNA replication","biological_process","false"
"BSU_00040","located_in","GO:0043590","bacterial nucleoid","cellular_component","false"
"BSU_00040","involved_in","GO:0006302","double-strand break repair","biological_process","false"
"BSU_00040","involved_in","GO:0000731","DNA synthesis involved in DNA repair","biological_process","false"
"BSU_00040","involved_in","GO:0006260","DNA replication","biological_process","false"
"BSU_00040","involved_in","GO:0006281","DNA repair","biological_process","false"
"BSU_00040","located_in","GO:0005737","cytoplasm","cellular_component","false"
"BSU_00040","involved_in","GO:0009432","SOS response","biological_process","false"
"BSU_00040","located_in","GO:0009295","nucleoid","cellular_component","false"
"BSU_00040","enables","GO:0003677","DNA binding","molecular_function","false"
"BSU_00040","enables","GO:0003697","single-stranded DNA binding","molecular_function","false"
"BSU_00040","enables","GO:0005524","ATP binding","molecular_function","false"
"BSU_27620","enables","GO:0004527","exonuclease activity","molecular_function","false"
"BSU_27620","involved_in","GO:0006310","DNA recombination","biological_process","false"
"BSU_27620","enables","GO:0003676","nucleic acid binding","molecular_function","false"
"BSU_27620","involved_in","GO:0006281","DNA repair","biological_process","false"
"BSU_27620","enables","GO:0003677","DNA binding","molecular_function","false"
"BSU_27620","enables","GO:0008409","5'-3' exonuclease activity","molecular_function","false"
"BSU_28980","enables","GO:0005515","protein binding","molecular_function","false"
"BSU_28980","involved_in","GO:0006260","DNA replication","biological_process","false"
"BSU_28980","part_of","GO:1990077","primosome complex","cellular_component","false"
"BSU_28980","involved_in","GO:0006269","DNA replication, synthesis of primer","biological_process","false"
"BSU_28980","enables","GO:0005524","ATP binding","molecular_function","false"
"BSU_28980","enables","GO:0016887","ATP hydrolysis activity","molecular_function","false"
"BSU_15870","enables","GO:0003678","DNA helicase activity","molecular_function","false"
"BSU_15870","involved_in","GO:0006281","DNA repair","biological_process","false"
"BSU_15870","enables","GO:0003676","nucleic acid binding","molecular_function","false"
"BSU_15870","enables","GO:0005524","ATP binding","molecular_function","false"
"BSU_15870","enables","GO:0016787","hydrolase activity","molecular_function","false"
"BSU_15870","enables","GO:0004386","helicase activity","molecular_function","false"
"BSU_15870","enables","GO:0003677","DNA binding","molecular_function","false"
"BSU_15870","enables","GO:0016887","ATP hydrolysis activity","molecular_function","false"
"BSU_15870","involved_in","GO:0032508","DNA duplex unwinding","biological_process","false"
"BSU_15870","involved_in","GO:0006310","DNA recombination","biological_process","false"
"BSU_25280","located_in","GO:0009295","nucleoid","cellular_component","false"
"BSU_25280","located_in","GO:0005737","cytoplasm","cellular_component","false"
"BSU_25280","involved_in","GO:0006281","DNA repair","biological_process","false"
"BSU_25280","involved_in","GO:0006310","DNA recombination","biological_process","false"
"BSU_25280","located_in","GO:0043590","bacterial nucleoid","cellular_component","false"
"BSU_25280","involved_in","GO:0006302","double-strand break repair","biological_process","false"
"BSU_31250","located_in","GO:0005886","plasma membrane","cellular_component","false"
"BSU_31250","involved_in","GO:0007165","signal transduction","biological_process","false"
"BSU_31250","located_in","GO:0016020","membrane","cellular_component","false"
"BSU_31250","involved_in","GO:0006935","chemotaxis","biological_process","false"
"BSU_16940","involved_in","GO:0006310","DNA recombination","biological_process","false"
"BSU_16940","enables","GO:0140664","ATP-dependent DNA damage sensor activity","molecular_function","false"
"BSU_16940","enables","GO:0005515","protein binding","molecular_function","false"
"BSU_16940","enables","GO:0003677","DNA binding","molecular_function","false"
"BSU_16940","enables","GO:0016887","ATP hydrolysis activity","molecular_function","false"
"BSU_16940","located_in","GO:0005737","cytoplasm","cellular_component","false"
"BSU_16940","located_in","GO:0009295","nucleoid","cellular_component","false"
"BSU_16940","enables","GO:0005524","ATP binding","molecular_function","false"
"BSU_16940","enables","GO:0008094","ATP-dependent activity, acting on DNA","molecular_function","false"
"BSU_16940","involved_in","GO:0009432","SOS response","biological_process","false"
"BSU_16940","involved_in","GO:0030420","establishment of competence for transformation","biological_process","false"
"BSU_16940","enables","GO:0003697","single-stranded DNA binding","molecular_function","false"
"BSU_16940","enables","GO:0003684","damaged DNA binding","molecular_function","false"
"BSU_16940","involved_in","GO:0006281","DNA repair","biological_process","false"
"BSU_00060","enables","GO:0003916","DNA topoisomerase activity","molecular_function","false"
"BSU_00060","enables","GO:0003677","DNA binding","molecular_function","false"
"BSU_00060","involved_in","GO:0006261","DNA-templated DNA replication","biological_process","false"
"BSU_00060","enables","GO:0005524","ATP binding","molecular_function","false"
"BSU_00060","involved_in","GO:0006265","DNA topological change","biological_process","false"
"BSU_00060","enables","GO:0046872","metal ion binding","molecular_function","false"
"BSU_00060","located_in","GO:0005737","cytoplasm","cellular_component","false"
"BSU_00060","located_in","GO:0005694","chromosome","cellular_component","false"
"BSU_00060","enables","GO:0003918","DNA topoisomerase type II (double strand cut, ATP-hydrolyzing) activity","molecular_function","false"
"BSU_33040","enables","GO:0016829","lyase activity","molecular_function","false"
"BSU_33040","located_in","GO:0005737","cytoplasm","cellular_component","false"
"BSU_33040","involved_in","GO:0006108","malate metabolic process","biological_process","false"
"BSU_33040","enables","GO:0004333","fumarate hydratase activity","molecular_function","false"
"BSU_33040","involved_in","GO:0006099","tricarboxylic acid cycle","biological_process","false"
"BSU_33040","involved_in","GO:0006106","fumarate metabolic process","biological_process","false"
"BSU_29790","involved_in","GO:0008360","regulation of cell shape","biological_process","false"
"BSU_29790","involved_in","GO:0051301","cell division","biological_process","false"
"BSU_29790","enables","GO:0005524","ATP binding","molecular_function","false"
"BSU_29790","enables","GO:0016874","ligase activity","molecular_function","false"
"BSU_29790","located_in","GO:0005737","cytoplasm","cellular_component","false"
"BSU_29790","involved_in","GO:0009252","peptidoglycan biosynthetic process","biological_process","false"
"BSU_29790","involved_in","GO:0071555","cell wall organization","biological_process","false"
"BSU_29790","involved_in","GO:0009058","biosynthetic process","biological_process","false"
"BSU_29790","enables","GO:0016881","acid-amino acid ligase activity","molecular_function","false"
"BSU_29790","enables","GO:0008763","UDP-N-acetylmuramate-L-alanine ligase activity","molecular_function","false"
"BSU_29120","enables","GO:0016491","oxidoreductase activity","molecular_function","false"
"BSU_29120","involved_in","GO:0019752","carboxylic acid metabolic process","biological_process","false"
"BSU_29120","involved_in","GO:0006099","tricarboxylic acid cycle","biological_process","false"
"BSU_29120","enables","GO:0016616","oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor","molecular_function","false"
"BSU_29120","enables","GO:0005515","protein binding","molecular_function","false"
"BSU_29120","is_active_in","GO:0005737","cytoplasm","cellular_component","false"
"BSU_29120","enables","GO:0030060","L-malate dehydrogenase (NAD+) activity","molecular_function","false"
"BSU_36760","involved_in","GO:0009252","peptidoglycan biosynthetic process","biological_process","false"
"BSU_36760","involved_in","GO:0019277","UDP-N-acetylgalactosamine biosynthetic process","biological_process","false"
"BSU_36760","involved_in","GO:0051301","cell division","biological_process","false"
"BSU_36760","enables","GO:0008760","UDP-N-acetylglucosamine 1-carboxyvinyltransferase activity","molecular_function","false"
"BSU_36760","involved_in","GO:0071555","cell wall organization","biological_process","false"
"BSU_36760","enables","GO:0016740","transferase activity","molecular_function","false"
"BSU_36760","located_in","GO:0005737","cytoplasm","cellular_component","false"
"BSU_36760","involved_in","GO:0008360","regulation of cell shape","biological_process","false"
"BSU_18100","located_in","GO:0005737","cytoplasm","cellular_component","false"
"BSU_18100","part_of","GO:0009330","DNA topoisomerase type II (double strand cut, ATP-hydrolyzing) complex","cellular_component","false"
"BSU_18100","involved_in","GO:0006265","DNA topological change","biological_process","false"
"BSU_18100","enables","GO:0003677","DNA binding","molecular_function","false"
"BSU_18100","enables","GO:0005524","ATP binding","molecular_function","false"
"BSU_18100","enables","GO:0003918","DNA topoisomerase type II (double strand cut, ATP-hydrolyzing) activity","molecular_function","false"
"BSU_18100","located_in","GO:0019897","extrinsic component of plasma membrane","cellular_component","false"
"BSU_18100","located_in","GO:0005886","plasma membrane","cellular_component","false"
"BSU_18100","located_in","GO:0005694","chromosome","cellular_component","false"
"BSU_18100","involved_in","GO:0007059","chromosome segregation","biological_process","false"
"BSU_18100","enables","GO:0003916","DNA topoisomerase activity","molecular_function","false"
"BSU_37100","involved_in","GO:0009252","peptidoglycan biosynthetic process","biological_process","false"
"BSU_37100","involved_in","GO:0008360","regulation of cell shape","biological_process","false"
"BSU_37100","involved_in","GO:0019277","UDP-N-acetylgalactosamine biosynthetic process","biological_process","false"
"BSU_37100","located_in","GO:0005737","cytoplasm","cellular_component","false"
"BSU_37100","enables","GO:0016740","transferase activity","molecular_function","false"
"BSU_37100","involved_in","GO:0071555","cell wall organization","biological_process","false"
"BSU_37100","enables","GO:0008760","UDP-N-acetylglucosamine 1-carboxyvinyltransferase activity","molecular_function","false"
"BSU_37100","involved_in","GO:0051301","cell division","biological_process","false"
"BSU_00070","enables","GO:0003677","DNA binding","molecular_function","false"
"BSU_00070","involved_in","GO:0006265","DNA topological change","biological_process","false"
"BSU_00070","enables","GO:0005524","ATP binding","molecular_function","false"
"BSU_00070","enables","GO:0003918","DNA topoisomerase type II (double strand cut, ATP-hydrolyzing) activity","molecular_function","false"
"BSU_00070","located_in","GO:0005737","cytoplasm","cellular_component","false"
"BSU_00070","part_of","GO:0009330","DNA topoisomerase type II (double strand cut, ATP-hydrolyzing) complex","cellular_component","false"
"BSU_00070","involved_in","GO:0006261","DNA-templated DNA replication","biological_process","false"
"BSU_00070","located_in","GO:0005694","chromosome","cellular_component","false"
"BSU_00070","enables","GO:0003916","DNA topoisomerase activity","molecular_function","false"
"BSU_00070","enables","GO:0034335","DNA negative supercoiling activity","molecular_function","false"
"BSU_31240","located_in","GO:0045121","membrane raft","cellular_component","false"
"BSU_31240","located_in","GO:0016020","membrane","cellular_component","false"
"BSU_31240","located_in","GO:0005886","plasma membrane","cellular_component","false"
"BSU_31240","involved_in","GO:0007165","signal transduction","biological_process","false"
"BSU_31240","involved_in","GO:0006935","chemotaxis","biological_process","false"
"BSU_00090","involved_in","GO:0006183","GTP biosynthetic process","biological_process","false"
"BSU_00090","enables","GO:0003938","IMP dehydrogenase activity","molecular_function","false"
"BSU_00090","enables","GO:0046872","metal ion binding","molecular_function","false"
"BSU_00090","enables","GO:0016491","oxidoreductase activity","molecular_function","false"
"BSU_00090","involved_in","GO:0006177","GMP biosynthetic process","biological_process","false"
"BSU_00090","enables","GO:0000166","nucleotide binding","molecular_function","false"
"BSU_00090","involved_in","GO:0006164","purine nucleotide biosynthetic process","biological_process","false"
"BSU_00100","enables","GO:0009002","serine-type D-Ala-D-Ala carboxypeptidase activity","molecular_function","false"
"BSU_00100","involved_in","GO:0006508","proteolysis","biological_process","false"
"BSU_00100","located_in","GO:0005576","extracellular region","cellular_component","false"
"BSU_00100","involved_in","GO:0071555","cell wall organization","biological_process","false"
"BSU_00100","enables","GO:0004180","carboxypeptidase activity","molecular_function","false"
"BSU_00100","involved_in","GO:0008360","regulation of cell shape","biological_process","false"
"BSU_00100","involved_in","GO:0009252","peptidoglycan biosynthetic process","biological_process","false"
"BSU_00100","enables","GO:0008233","peptidase activity","molecular_function","false"
"BSU_00100","located_in","GO:0045121","membrane raft","cellular_component","false"
"BSU_00100","located_in","GO:0005886","plasma membrane","cellular_component","false"
"BSU_23480","enables","GO:0004180","carboxypeptidase activity","molecular_function","false"
"BSU_23480","involved_in","GO:0071555","cell wall organization","biological_process","false"
"BSU_23480","located_in","GO:0005576","extracellular region","cellular_component","false"
"BSU_23480","enables","GO:0009002","serine-type D-Ala-D-Ala carboxypeptidase activity","molecular_function","false"
"BSU_23480","enables","GO:0008233","peptidase activity","molecular_function","false"
"BSU_23480","involved_in","GO:0008360","regulation of cell shape","biological_process","false"
"BSU_23480","involved_in","GO:0006508","proteolysis","biological_process","false"
"BSU_23480","involved_in","GO:0009252","peptidoglycan biosynthetic process","biological_process","false"
"BSU_22320","involved_in","GO:0009252","peptidoglycan biosynthetic process","biological_process","false"
"BSU_22320","enables","GO:0008955","peptidoglycan glycosyltransferase activity","molecular_function","false"
"BSU_22320","enables","GO:0008658","penicillin binding","molecular_function","false"
"BSU_22320","involved_in","GO:0046677","response to antibiotic","biological_process","false"
"BSU_22320","enables","GO:0005515","protein binding","molecular_function","false"
"BSU_22320","enables","GO:0004180","carboxypeptidase activity","molecular_function","false"
"BSU_22320","enables","GO:0016757","glycosyltransferase activity","molecular_function","false"
"BSU_22320","involved_in","GO:0008360","regulation of cell shape","biological_process","false"
"BSU_22320","involved_in","GO:0006508","proteolysis","biological_process","false"
"BSU_22320","enables","GO:0009002","serine-type D-Ala-D-Ala carboxypeptidase activity","molecular_function","false"
"BSU_22320","located_in","GO:0005886","plasma membrane","cellular_component","false"
"BSU_22320","involved_in","GO:0071555","cell wall organization","biological_process","false"
"BSU_10110","enables","GO:0008955","peptidoglycan glycosyltransferase activity","molecular_function","false"
"BSU_10110","involved_in","GO:0009252","peptidoglycan biosynthetic process","biological_process","false"
"BSU_10110","enables","GO:0008658","penicillin binding","molecular_function","false"
"BSU_10110","involved_in","GO:0046677","response to antibiotic","biological_process","false"
"BSU_10110","enables","GO:0005515","protein binding","molecular_function","false"
"BSU_10110","enables","GO:0016757","glycosyltransferase activity","molecular_function","false"
"BSU_10110","enables","GO:0009002","serine-type D-Ala-D-Ala carboxypeptidase activity","molecular_function","false"
"BSU_10110","located_in","GO:0005886","plasma membrane","cellular_component","false"
"BSU_10110","involved_in","GO:0006508","proteolysis","biological_process","false"
"BSU_10110","involved_in","GO:0008360","regulation of cell shape","biological_process","false"
"BSU_10110","involved_in","GO:0071555","cell wall organization","biological_process","false"
"BSU_10110","enables","GO:0004180","carboxypeptidase activity","molecular_function","false"
"BSU_01670","enables","GO:0008745","N-acetylmuramoyl-L-alanine amidase activity","molecular_function","false"
"BSU_01670","enables","GO:0016787","hydrolase activity","molecular_function","false"
"BSU_01670","involved_in","GO:0071555","cell wall organization","biological_process","false"
"BSU_01670","involved_in","GO:0009254","peptidoglycan turnover","biological_process","false"
"BSU_18350","enables","GO:0004185","serine-type carboxypeptidase activity","molecular_function","false"
"BSU_18350","involved_in","GO:0000270","peptidoglycan metabolic process","biological_process","false"
"BSU_18350","located_in","GO:0016020","membrane","cellular_component","false"
"BSU_18350","enables","GO:0009002","serine-type D-Ala-D-Ala carboxypeptidase activity","molecular_function","false"
