"protein","relType","goTerm","goName","namespace","neverAnnotate"
"Q90415","enables","GO:0004879","nuclear receptor activity","molecular_function","false"
"Q90415","enables","GO:0046872","metal ion binding","molecular_function","false"
"Q7ZTS4","located_in","GO:0005882","intermediate filament","cellular_component","false"
"Q7ZTS4","located_in","GO:0045095","keratin filament","cellular_component","false"
"Q7ZTS4","is_active_in","GO:0005856","cytoskeleton","cellular_component","false"
"Q7ZTS4","involved_in","GO:0045104","intermediate filament cytoskeleton organization","biological_process","false"
"Q7ZTS4","enables","GO:0005198","structural molecule activity","molecular_function","false"
"Q6NWF6","located_in","GO:0005634","nucleus","cellular_component","false"
"Q6NWF6","involved_in","GO:0031424","keratinization","biological_process","false"
"Q6NWF6","located_in","GO:0016363","nuclear matrix","cellular_component","false"
"Q6NWF6","involved_in","GO:0045109","intermediate filament organization","biological_process","false"
"Q6NWF6","located_in","GO:0005654","nucleoplasm","cellular_component","false"
"Q6NWF6","located_in","GO:0005882","intermediate filament","cellular_component","false"
"Q6NWF6","located_in","GO:0045095","keratin filament","cellular_component","false"
"Q6NWF6","located_in","GO:0005737","cytoplasm","cellular_component","false"
"Q6NWF6","located_in","GO:0005615","extracellular space","cellular_component","false"
"Q6NWF6","enables","GO:0030280","structural constituent of skin epidermis","molecular_function","false"
"Q1LYG0","located_in","GO:0002102","podosome","cellular_component","false"
"Q1LYG0","located_in","GO:0005737","cytoplasm","cellular_component","false"
"Q1LYG0","involved_in","GO:0072593","reactive oxygen species metabolic process","biological_process","false"
"Q1LYG0","involved_in","GO:0042554","superoxide anion generation","biological_process","false"
"Q1LYG0","enables","GO:0035091","phosphatidylinositol binding","molecular_function","false"
"Q1LYG0","located_in","GO:0070161","anchoring junction","cellular_component","false"
"Q1LYG0","acts_upstream_of_or_within","GO:0001755","neural crest cell migration","biological_process","false"
"Q1LYG0","located_in","GO:0042995","cell projection","cellular_component","false"
"Q1LYG0","involved_in","GO:0006801","superoxide metabolic process","biological_process","false"
"Q1LYG0","enables","GO:0016176","superoxide-generating NADPH oxidase activator activity","molecular_function","false"
"F1QGH7","involved_in","GO:0016055","Wnt signaling pathway","biological_process","false"
"F1QGH7","enables","GO:0003713","transcription coactivator activity","molecular_function","false"
"F1QGH7","located_in","GO:0005902","microvillus","cellular_component","false"
"F1QGH7","located_in","GO:0005886","plasma membrane","cellular_component","false"
"F1QGH7","located_in","GO:0043231","intracellular membrane-bounded organelle","cellular_component","false"
"F1QGH7","acts_upstream_of_or_within","GO:0001889","liver development","biological_process","false"
"F1QGH7","involved_in","GO:0007155","cell adhesion","biological_process","false"
"F1QGH7","enables","GO:0019903","protein phosphatase binding","molecular_function","false"
"F1QGH7","part_of","GO:0016342","catenin complex","cellular_component","false"
"F1QGH7","located_in","GO:0005938","cell cortex","cellular_component","false"
"F1QGH7","located_in","GO:0014704","intercalated disc","cellular_component","false"
"F1QGH7","enables","GO:0140297","DNA-binding transcription factor binding","molecular_function","false"
"F1QGH7","acts_upstream_of_or_within","GO:0048262","determination of dorsal/ventral asymmetry","biological_process","false"
"F1QGH7","enables","GO:0045294","alpha-catenin binding","molecular_function","false"
"F1QGH7","acts_upstream_of_or_within","GO:0060026","convergent extension","biological_process","false"
"F1QGH7","acts_upstream_of_or_within","GO:0003094","glomerular filtration","biological_process","false"
"F1QGH7","involved_in","GO:0045944","positive regulation of transcription by RNA polymerase II","biological_process","false"
"F1QGH7","involved_in","GO:0060070","canonical Wnt signaling pathway","biological_process","false"
"F1QGH7","enables","GO:0045296","cadherin binding","molecular_function","false"
"F1QGH7","located_in","GO:0005737","cytoplasm","cellular_component","false"
"F1QGH7","acts_upstream_of_or_within","GO:0000578","embryonic axis specification","biological_process","false"
"F1QGH7","acts_upstream_of_or_within","GO:0007398","ectoderm development","biological_process","false"
"F1QGH7","located_in","GO:0005634","nucleus","cellular_component","false"
"F1QGH7","located_in","GO:0005915","zonula adherens","cellular_component","false"
"F1QGH7","located_in","GO:0016020","membrane","cellular_component","false"
"F1QGH7","located_in","GO:0005912","adherens junction","cellular_component","false"
"F1QGH7","acts_upstream_of_or_within","GO:0009953","dorsal/ventral pattern formation","biological_process","false"
"F1QGH7","involved_in","GO:0098609","cell-cell adhesion","biological_process","false"
"F1QGH7","enables","GO:0005515","protein binding","molecular_function","false"
"Q56A35","involved_in","GO:0034314","Arp2/3 complex-mediated actin nucleation","biological_process","false"
"Q56A35","located_in","GO:0005856","cytoskeleton","cellular_component","false"
"Q56A35","located_in","GO:0005634","nucleus","cellular_component","false"
"Q56A35","part_of","GO:0005885","Arp2/3 protein complex","cellular_component","false"
"Q56A35","involved_in","GO:0045944","positive regulation of transcription by RNA polymerase II","biological_process","false"
"Q56A35","located_in","GO:0035861","site of double-strand break","cellular_component","false"
"Q56A35","involved_in","GO:1905168","positive regulation of double-strand break repair via homologous recombination","biological_process","false"
"Q56A35","enables","GO:0000166","nucleotide binding","molecular_function","false"
"Q56A35","enables","GO:0005524","ATP binding","molecular_function","false"
"Q56A35","located_in","GO:0042995","cell projection","cellular_component","false"
"Q56A35","acts_upstream_of_or_within","GO:0060319","primitive erythrocyte differentiation","biological_process","false"
"Q56A35","located_in","GO:0005737","cytoplasm","cellular_component","false"
"Q56A35","enables","GO:0051015","actin filament binding","molecular_function","false"
"Q56A35","enables","GO:0003779","actin binding","molecular_function","false"
"Q7SXW6","enables","GO:0051015","actin filament binding","molecular_function","false"
"Q7SXW6","involved_in","GO:0034314","Arp2/3 complex-mediated actin nucleation","biological_process","false"
"Q7SXW6","located_in","GO:0042995","cell projection","cellular_component","false"
"Q7SXW6","enables","GO:0000166","nucleotide binding","molecular_function","false"
"Q7SXW6","located_in","GO:0035861","site of double-strand break","cellular_component","false"
"Q7SXW6","located_in","GO:0005856","cytoskeleton","cellular_component","false"
"Q7SXW6","part_of","GO:0005885","Arp2/3 protein complex","cellular_component","false"
"Q7SXW6","located_in","GO:0005737","cytoplasm","cellular_component","false"
"Q7SXW6","located_in","GO:0005634","nucleus","cellular_component","false"
"Q7SXW6","involved_in","GO:1905168","positive regulation of double-strand break repair via homologous recombination","biological_process","false"
"Q7SXW6","enables","GO:0005524","ATP binding","molecular_function","false"
"Q7SXW6","enables","GO:0003779","actin binding","molecular_function","false"
"Q7SXW6","involved_in","GO:0045944","positive regulation of transcription by RNA polymerase II","biological_process","false"
"Q7SZK7","located_in","GO:0005929","cilium","cellular_component","false"
"Q7SZK7","located_in","GO:0034451","centriolar satellite","cellular_component","false"
"Q7SZK7","located_in","GO:0005737","cytoplasm","cellular_component","false"
"Q7SZK7","located_in","GO:0042995","cell projection","cellular_component","false"
"Q7SZK7","involved_in","GO:0060287","epithelial cilium movement involved in determination of left/right asymmetry","biological_process","false"
"Q7SZK7","located_in","GO:0036064","ciliary basal body","cellular_component","false"
"Q7SZK7","located_in","GO:0005813","centrosome","cellular_component","false"
"Q7SZK7","located_in","GO:0005856","cytoskeleton","cellular_component","false"
"Q7SZK7","acts_upstream_of_or_within","GO:0061371","determination of heart left/right asymmetry","biological_process","false"
"Q7SZK7","located_in","GO:0005814","centriole","cellular_component","false"
"Q7SZK7","located_in","GO:0005634","nucleus","cellular_component","false"
"Q7SZK7","acts_upstream_of_or_within","GO:0060027","convergent extension involved in gastrulation","biological_process","false"
"Q7SZK7","involved_in","GO:0030030","cell projection organization","biological_process","false"
"Q7SZK7","acts_upstream_of_or_within","GO:0060026","convergent extension","biological_process","false"
"Q7SZK7","located_in","GO:0005576","extracellular region","cellular_component","false"
"B8JK76","involved_in","GO:0030010","establishment of cell polarity","biological_process","false"
"B8JK76","involved_in","GO:0030030","cell projection organization","biological_process","false"
"B8JK76","involved_in","GO:0007098","centrosome cycle","biological_process","false"
"B8JK76","located_in","GO:0005814","centriole","cellular_component","false"
"B8JK76","located_in","GO:0070161","anchoring junction","cellular_component","false"
"B8JK76","located_in","GO:0005856","cytoskeleton","cellular_component","false"
"B8JK76","located_in","GO:0005737","cytoplasm","cellular_component","false"
"B8JK76","involved_in","GO:0035148","tube formation","biological_process","false"
"B8JK76","located_in","GO:0042995","cell projection","cellular_component","false"
"B8JK76","involved_in","GO:0031023","microtubule organizing center organization","biological_process","false"
"B8JK76","located_in","GO:0005813","centrosome","cellular_component","false"
"B8JK76","involved_in","GO:0001764","neuron migration","biological_process","false"
"B8JK76","acts_upstream_of_or_within","GO:0043009","chordate embryonic development","biological_process","false"
"F1QN74","located_in","GO:0005856","cytoskeleton","cellular_component","false"
"F1QN74","located_in","GO:0005886","plasma membrane","cellular_component","false"
"F1QN74","located_in","GO:0034451","centriolar satellite","cellular_component","false"
"F1QN74","enables","GO:0046872","metal ion binding","molecular_function","false"
"F1QN74","involved_in","GO:1905505","positive regulation of motile cilium assembly","biological_process","false"
"F1QN74","located_in","GO:0016324","apical plasma membrane","cellular_component","false"
"F1QN74","involved_in","GO:0036158","outer dynein arm assembly","biological_process","false"
"F1QN74","involved_in","GO:0036159","inner dynein arm assembly","biological_process","false"
"F1QN74","located_in","GO:0016020","membrane","cellular_component","false"
"F1QN74","located_in","GO:0005737","cytoplasm","cellular_component","false"
"F1QN74","involved_in","GO:0044458","motile cilium assembly","biological_process","false"
"F1QN74","located_in","GO:0120293","dynein axonemal particle","cellular_component","false"
"A9ULR9","part_of","GO:0031463","Cul3-RING ubiquitin ligase complex","cellular_component","false"
"A9ULR9","acts_upstream_of_or_within","GO:0060322","head development","biological_process","false"
"A9ULR9","acts_upstream_of_or_within","GO:0061351","neural precursor cell proliferation","biological_process","false"
"A9ULR9","involved_in","GO:0016567","protein ubiquitination","biological_process","false"
"A9ULR9","acts_upstream_of_or_within","GO:0021952","central nervous system projection neuron axonogenesis","biological_process","false"
"A9ULR9","enables","GO:0004842","ubiquitin-protein transferase activity","molecular_function","false"
"A9ULR9","located_in","GO:0005634","nucleus","cellular_component","false"
"A9ULR9","acts_upstream_of_or_within","GO:0007420","brain development","biological_process","false"
"A9ULR9","involved_in","GO:0035024","negative regulation of Rho protein signal transduction","biological_process","false"
"A9ULR9","involved_in","GO:0051260","protein homooligomerization","biological_process","false"
"A9ULR9","acts_upstream_of_or_within","GO:0043065","positive regulation of apoptotic process","biological_process","false"
"A9ULR9","involved_in","GO:0043161","proteasome-mediated ubiquitin-dependent protein catabolic process","biological_process","false"
"Q90474","involved_in","GO:0034605","cellular response to heat","biological_process","false"
"Q90474","located_in","GO:0005634","nucleus","cellular_component","false"
"Q90474","acts_upstream_of_or_within","GO:0010038","response to metal ion","biological_process","false"
"Q90474","enables","GO:0140662","ATP-dependent protein folding chaperone","molecular_function","false"
"Q90474","involved_in","GO:0045429","positive regulation of nitric oxide biosynthetic process","biological_process","false"
"Q90474","located_in","GO:0005737","cytoplasm","cellular_component","false"
"Q90474","located_in","GO:0031672","A band","cellular_component","false"
"Q90474","located_in","GO:0005886","plasma membrane","cellular_component","false"
"Q90474","enables","GO:0005524","ATP binding","molecular_function","false"
"Q90474","acts_upstream_of_or_within","GO:0071688","striated muscle myosin thick filament assembly","biological_process","false"
"Q90474","acts_upstream_of_or_within","GO:0030241","skeletal muscle myosin thick filament assembly","biological_process","false"
"Q90474","enables","GO:0000166","nucleotide binding","molecular_function","false"
"Q90474","acts_upstream_of_or_within","GO:0048769","sarcomerogenesis","biological_process","false"
"Q90474","involved_in","GO:0007517","muscle organ development","biological_process","false"
"Q90474","located_in","GO:0048471","perinuclear region of cytoplasm","cellular_component","false"
"Q90474","acts_upstream_of_or_within","GO:0050900","leukocyte migration","biological_process","false"
"Q90474","acts_upstream_of_or_within","GO:0014866","skeletal myofibril assembly","biological_process","false"
"Q90474","enables","GO:0030235","nitric-oxide synthase regulator activity","molecular_function","false"
"Q90474","enables","GO:0016887","ATP hydrolysis activity","molecular_function","false"
"Q90474","located_in","GO:0005829","cytosol","cellular_component","false"
"Q90474","located_in","GO:0043209","myelin sheath","cellular_component","false"
"Q90474","located_in","GO:0043025","neuronal cell body","cellular_component","false"
"Q90474","enables","GO:0097718","disordered domain specific binding","molecular_function","false"
"Q90474","enables","GO:0051082","unfolded protein binding","molecular_function","false"
"Q90474","involved_in","GO:0006457","protein folding","biological_process","false"
"Q90474","acts_upstream_of_or_within","GO:0030239","myofibril assembly","biological_process","false"
"Q90474","located_in","GO:0030018","Z disc","cellular_component","false"
"Q90474","part_of","GO:0032991","protein-containing complex","cellular_component","false"
"Q90474","located_in","GO:0042470","melanosome","cellular_component","false"
"Q90474","involved_in","GO:0050821","protein stabilization","biological_process","false"
"Q90474","acts_upstream_of_or_within","GO:0030240","skeletal muscle thin filament assembly","biological_process","false"
"A2BGT0","involved_in","GO:0006508","proteolysis","biological_process","false"
"A2BGT0","located_in","GO:0005739","mitochondrion","cellular_component","false"
"A2BGT0","involved_in","GO:0000422","autophagy of mitochondrion","biological_process","false"
"A2BGT0","enables","GO:0008233","peptidase activity","molecular_function","false"
"A2BGT0","involved_in","GO:0035871","protein K11-linked deubiquitination","biological_process","false"
"A2BGT0","located_in","GO:0016020","membrane","cellular_component","false"
"A2BGT0","located_in","GO:0005741","mitochondrial outer membrane","cellular_component","false"
"A2BGT0","involved_in","GO:0044313","protein K6-linked deubiquitination","biological_process","false"
"A2BGT0","located_in","GO:0005634","nucleus","cellular_component","false"
"A2BGT0","involved_in","GO:0016579","protein deubiquitination","biological_process","false"
"A2BGT0","enables","GO:0008234","cysteine-type peptidase activity","molecular_function","false"
"A2BGT0","enables","GO:0016787","hydrolase activity","molecular_function","false"
"A2BGT0","enables","GO:0004197","cysteine-type endopeptidase activity","molecular_function","false"
"A2BGT0","enables","GO:0004843","cysteine-type deubiquitinase activity","molecular_function","false"
"A2BGT0","located_in","GO:0005829","cytosol","cellular_component","false"
"A2BGT0","involved_in","GO:0008053","mitochondrial fusion","biological_process","false"
"Q9W6A6","enables","GO:0009881","photoreceptor activity","molecular_function","false"
"Q9W6A6","involved_in","GO:0007602","phototransduction","biological_process","false"
"Q9W6A6","involved_in","GO:0007186","G protein-coupled receptor signaling pathway","biological_process","false"
"Q9W6A6","enables","GO:0008020","G protein-coupled photoreceptor activity","molecular_function","false"
"Q9W6A6","located_in","GO:0001750","photoreceptor outer segment","cellular_component","false"
"Q9W6A6","enables","GO:0004930","G protein-coupled receptor activity","molecular_function","false"
"Q9W6A6","involved_in","GO:0009584","detection of visible light","biological_process","false"
"Q9W6A6","involved_in","GO:0071482","cellular response to light stimulus","biological_process","false"
"Q9W6A6","involved_in","GO:0007165","signal transduction","biological_process","false"
"Q9W6A6","involved_in","GO:0050896","response to stimulus","biological_process","true"
"Q9W6A6","located_in","GO:0016020","membrane","cellular_component","false"
"Q9W6A6","involved_in","GO:0007601","visual perception","biological_process","false"
"Q66I67","located_in","GO:0005929","cilium","cellular_component","false"
"Q66I67","located_in","GO:0036064","ciliary basal body","cellular_component","false"
"Q66I67","involved_in","GO:0007283","spermatogenesis","biological_process","false"
"Q66I67","located_in","GO:0005856","cytoskeleton","cellular_component","false"
"Q66I67","located_in","GO:0005930","axoneme","cellular_component","false"
"Q66I67","involved_in","GO:0061512","protein localization to cilium","biological_process","false"
"Q66I67","located_in","GO:0001669","acrosomal vesicle","cellular_component","false"
"Q66I67","located_in","GO:0042995","cell projection","cellular_component","false"
"Q66I67","involved_in","GO:0030154","cell differentiation","biological_process","false"
"Q66I67","involved_in","GO:0030030","cell projection organization","biological_process","false"
"Q66I67","located_in","GO:0005814","centriole","cellular_component","false"
"Q66I67","located_in","GO:0031410","cytoplasmic vesicle","cellular_component","false"
"Q66I67","involved_in","GO:2000583","regulation of platelet-derived growth factor receptor-alpha signaling pathway","biological_process","false"
"Q66I67","located_in","GO:0005737","cytoplasm","cellular_component","false"
"Q66I67","involved_in","GO:0042073","intraciliary transport","biological_process","false"
"Q66I67","located_in","GO:0005794","Golgi apparatus","cellular_component","false"
"Q66I67","located_in","GO:0005813","centrosome","cellular_component","false"
"Q66I67","involved_in","GO:0051642","centrosome localization","biological_process","false"
"Q66I67","part_of","GO:0030992","intraciliary transport particle B","cellular_component","false"
"Q7ZYZ7","part_of","GO:0035102","PRC1 complex","cellular_component","false"
"Q7ZYZ7","involved_in","GO:0000122","negative regulation of transcription by RNA polymerase II","biological_process","false"
"Q7ZYZ7","enables","GO:0046872","metal ion binding","molecular_function","false"
"Q7ZYZ7","enables","GO:1990841","promoter-specific chromatin binding","molecular_function","false"
"Q7ZYZ7","part_of","GO:0031519","PcG protein complex","cellular_component","false"
"Q7ZYZ7","involved_in","GO:0006338","chromatin remodeling","biological_process","false"
"Q7ZYZ7","located_in","GO:0005634","nucleus","cellular_component","false"
"Q7ZYZ7","acts_upstream_of_or_within","GO:0048589","developmental growth","biological_process","false"
"Q7ZYZ7","acts_upstream_of_or_within","GO:0021915","neural tube development","biological_process","false"
"Q68EK9","acts_upstream_of_or_within","GO:0000278","mitotic cell cycle","biological_process","false"
"Q68EK9","involved_in","GO:0051301","cell division","biological_process","false"
"Q68EK9","involved_in","GO:0016567","protein ubiquitination","biological_process","false"
"Q68EK9","part_of","GO:0005680","anaphase-promoting complex","cellular_component","false"
"Q68EK9","involved_in","GO:0031145","anaphase-promoting complex-dependent catabolic process","biological_process","false"
"Q68EK9","involved_in","GO:0007049","cell cycle","biological_process","true"
"Q68EK9","involved_in","GO:0070979","protein K11-linked ubiquitination","biological_process","false"
"Q68EK9","located_in","GO:0005634","nucleus","cellular_component","false"
"Q68EK9","enables","GO:0003674","molecular_function","molecular_function","false"
"Q68EK9","involved_in","GO:0007346","regulation of mitotic cell cycle","biological_process","false"
"Q7ZTY4","involved_in","GO:0006325","chromatin organization","biological_process","false"
"Q7ZTY4","enables","GO:0031491","nucleosome binding","molecular_function","false"
"Q7ZTY4","enables","GO:0042393","histone binding","molecular_function","false"
"Q7ZTY4","part_of","GO:0035098","ESC/E(Z) complex","cellular_component","false"
"Q7ZTY4","acts_upstream_of_or_within","GO:0031101","fin regeneration","biological_process","false"
"Q7ZTY4","located_in","GO:0005634","nucleus","cellular_component","false"
"Q7ZTY4","part_of","GO:0016581","NuRD complex","cellular_component","false"
"Q7ZTY4","acts_upstream_of_or_within","GO:0002244","hematopoietic progenitor cell differentiation","biological_process","false"
"Q7ZTY4","involved_in","GO:0006338","chromatin remodeling","biological_process","false"
"Q7ZTY4","involved_in","GO:0006355","regulation of DNA-templated transcription","biological_process","false"
"Q7ZTY4","involved_in","GO:0006260","DNA replication","biological_process","false"
"Q7T3E6","involved_in","GO:0045814","negative regulation of gene expression, epigenetic","biological_process","false"
"Q7T3E6","involved_in","GO:0000122","negative regulation of transcription by RNA polymerase II","biological_process","false"
"Q7T3E6","enables","GO:0046872","metal ion binding","molecular_function","false"
"Q7T3E6","enables","GO:1990841","promoter-specific chromatin binding","molecular_function","false"
"Q7T3E6","acts_upstream_of_or_within","GO:0021549","cerebellum development","biological_process","false"
"Q7T3E6","part_of","GO:0031519","PcG protein complex","cellular_component","false"
"Q7T3E6","located_in","GO:0005634","nucleus","cellular_component","false"
"Q7T3E6","part_of","GO:0035102","PRC1 complex","cellular_component","false"
"Q7T3E6","involved_in","GO:0006325","chromatin organization","biological_process","false"
"Q8QHL5","part_of","GO:0035102","PRC1 complex","cellular_component","false"
"Q8QHL5","involved_in","GO:0045892","negative regulation of DNA-templated transcription","biological_process","false"
"Q8QHL5","part_of","GO:0032991","protein-containing complex","cellular_component","false"
"Q8QHL5","enables","GO:0042393","histone binding","molecular_function","false"
"Q8QHL5","enables","GO:0003677","DNA binding","molecular_function","false"
"Q8QHL5","enables","GO:0008270","zinc ion binding","molecular_function","false"
"Q8QHL5","located_in","GO:0005634","nucleus","cellular_component","false"
"Q8QHL5","enables","GO:0046872","metal ion binding","molecular_function","false"
"Q8QHL5","enables","GO:0003682","chromatin binding","molecular_function","false"
"Q8QHL5","part_of","GO:0031519","PcG protein complex","cellular_component","false"
"Q8JIR0","involved_in","GO:0006338","chromatin remodeling","biological_process","false"
"Q8JIR0","acts_upstream_of_or_within","GO:0060215","primitive hemopoiesis","biological_process","false"
"Q8JIR0","located_in","GO:0005634","nucleus","cellular_component","false"
"Q8JIR0","part_of","GO:0031519","PcG protein complex","cellular_component","false"
"Q8JIR0","involved_in","GO:0045814","negative regulation of gene expression, epigenetic","biological_process","false"
"Q8JIR0","acts_upstream_of_or_within","GO:0021549","cerebellum development","biological_process","false"
"Q8JIR0","enables","GO:0046872","metal ion binding","molecular_function","false"
"Q8JIR0","acts_upstream_of_or_within","GO:0035701","hematopoietic stem cell migration","biological_process","false"
"Q8JIR0","involved_in","GO:0000122","negative regulation of transcription by RNA polymerase II","biological_process","false"
"Q8JIR0","part_of","GO:0035102","PRC1 complex","cellular_component","false"
"Q8JIR0","enables","GO:1990841","promoter-specific chromatin binding","molecular_function","false"
"Q8JIR0","involved_in","GO:0006325","chromatin organization","biological_process","false"
"Q6DC03","involved_in","GO:0006325","chromatin organization","biological_process","false"
"Q6DC03","located_in","GO:0005634","nucleus","cellular_component","false"
"Q6DC03","part_of","GO:0035098","ESC/E(Z) complex","cellular_component","false"
"Q6DC03","enables","GO:0046872","metal ion binding","molecular_function","false"
"Q6DC03","enables","GO:0031490","chromatin DNA binding","molecular_function","false"
"Q6DC03","part_of","GO:0016586","RSC-type complex","cellular_component","false"
"Q7SYB3","located_in","GO:0005634","nucleus","cellular_component","false"
"Q7SYB3","enables","GO:0046872","metal ion binding","molecular_function","false"
"Q7SYB3","enables","GO:0003712","transcription coregulator activity","molecular_function","false"
"Q7SYB3","involved_in","GO:0045893","positive regulation of DNA-templated transcription","biological_process","false"
"Q7SYB3","involved_in","GO:0006915","apoptotic process","biological_process","false"
"Q7SYB3","involved_in","GO:0006355","regulation of DNA-templated transcription","biological_process","false"
